job_id,title,company,description,location_raw,district,province,salary_raw,salary_min,salary_max,salary_currency,sector,experience_raw,experience_min_years,experience_max_years,experience_level,employment_type,work_mode,date_posted,date_scraped,source,is_graduate_friendly,skills_json,qualifications_json
57,Backend Developer,CodeGen International,"We are looking for a Backend Developer to join CodeGen International in Colombo. Requirements: CI/CD, Git, Python, Machine Learning, JavaScript, Linux, TypeScript, Kubernetes. Experience: 1-4 years.",Colombo,Colombo,Western,"LKR 343,000 - 420,000",343000.0,420000.0,LKR,Information Technology,1-4 years,1,4,junior,Full-time,hybrid,2026-02-20,2026-05-14 10:58:36.114222,gazette,0,"[""CI/CD"", ""Git"", ""Python"", ""Machine Learning"", ""JavaScript"", ""Linux"", ""TypeScript"", ""Kubernetes""]",[]
58,Reservation Agent,Heritance Hotels,"We are looking for a Reservation Agent to join Heritance Hotels in Galle. Requirements: Hotel Management, Revenue Management, Communication. Experience: 5-8 years.",Galle,Galle,Southern,,,,LKR,Tourism & Hospitality,5-8 years,5,8,senior,Full-time,onsite,2026-04-22,2026-05-14 10:58:36.114256,dreamjobs,0,"[""Hotel Management"", ""Revenue Management"", ""Communication""]",[]
59,Front Office Executive,Cinnamon Hotels,"We are looking for a Front Office Executive to join Cinnamon Hotels in Hambantota. Requirements: Revenue Management, Front Office, English, Customer Service, Communication, Housekeeping, Hotel Management. Experience: 1-4 years.",Hambantota,Hambantota,Southern,"LKR 73,000 - 89,000",73000.0,89000.0,LKR,Tourism & Hospitality,1-4 years,1,4,junior,Contract,onsite,2026-02-06,2026-05-14 10:58:36.114294,dreamjobs,0,"[""Revenue Management"", ""Front Office"", ""English"", ""Customer Service"", ""Communication"", ""Housekeeping"", ""Hotel Management""]",[]
60,Cloud Architect,Cambio Software,"We are looking for a Cloud Architect to join Cambio Software in Vavuniya. Requirements: Machine Learning, CI/CD, Azure, REST API, SQL. Experience: Fresh/Entry Level.",Vavuniya,Vavuniya,Northern,"LKR 258,000 - 316,000",258000.0,316000.0,LKR,Information Technology,Fresh/Entry Level,0,3,entry,Full-time,hybrid,2026-04-06,2026-05-14 10:58:36.114332,dreamjobs,1,"[""Machine Learning"", ""CI/CD"", ""Azure"", ""REST API"", ""SQL""]",[]
61,Content Creator,CBL Group,"We are looking for a Content Creator to join CBL Group in Colombo. Requirements: Digital Marketing, Excel, CRM, Brand Management. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,,,,LKR,Sales & Marketing,Fresh/Entry Level,0,2,entry,Internship,onsite,2026-04-20,2026-05-14 10:58:36.114364,topjobs,1,"[""Digital Marketing"", ""Excel"", ""CRM"", ""Brand Management""]",[]
62,Scrum Master,99x,"We are looking for a Scrum Master to join 99x in Colombo. Requirements: Azure, SQL, Linux, MongoDB, Git, JavaScript. Experience: 7-9 years.",Colombo,Colombo,Western,"LKR 401,000 - 490,000",401000.0,490000.0,LKR,Information Technology,7-9 years,7,9,senior,Full-time,hybrid,2026-02-17,2026-05-14 10:58:36.114401,dreamjobs,0,"[""Azure"", ""SQL"", ""Linux"", ""MongoDB"", ""Git"", ""JavaScript""]",[]
63,Cybersecurity Analyst,Zone24x7,"We are looking for a Cybersecurity Analyst to join Zone24x7 in Ratnapura. Requirements: SQL, PostgreSQL, React, Kubernetes. Experience: 2-5 years.",Ratnapura,Ratnapura,Sabaragamuwa,"LKR 245,000 - 300,000",245000.0,300000.0,LKR,Information Technology,2-5 years,2,5,junior,Full-time,onsite,2025-12-10,2026-05-14 10:58:36.114440,topjobs,0,"[""SQL"", ""PostgreSQL"", ""React"", ""Kubernetes""]",[]
64,Medical Officer,Asiri Hospital,"We are looking for a Medical Officer to join Asiri Hospital in Kalutara. Requirements: Public Health, Communication, Pharmacy, Medical Laboratory, GMP, Clinical Research, Nursing. Experience: 3-4 years.",Kalutara,Kalutara,Western,"LKR 231,000 - 282,000",231000.0,282000.0,LKR,Healthcare,3-4 years,3,4,mid,Contract,onsite,2026-01-16,2026-05-14 10:58:36.114478,topjobs,0,"[""Public Health"", ""Communication"", ""Pharmacy"", ""Medical Laboratory"", ""GMP"", ""Clinical Research"", ""Nursing""]",[]
65,Plantation Manager,Hayleys Plantations,"We are looking for a Plantation Manager to join Hayleys Plantations in Colombo. Requirements: Project Management, BSc, Quality Control, Communication. Experience: 5-6 years.",Colombo,Colombo,Western,,,,LKR,Agriculture,5-6 years,5,6,senior,Full-time,onsite,2025-12-29,2026-05-14 10:58:36.114511,topjobs,0,"[""Project Management"", ""BSc"", ""Quality Control"", ""Communication""]",[]
66,Machine Learning Engineer,hSenid Software,"We are looking for a Machine Learning Engineer to join hSenid Software in Colombo. Requirements: JavaScript, Agile, TypeScript, PostgreSQL, Python, Kubernetes, Linux. Experience: 2-3 years.",Colombo,Colombo,Western,"LKR 243,000 - 297,000",243000.0,297000.0,LKR,Information Technology,2-3 years,2,3,junior,Full-time,onsite,2025-12-01,2026-05-14 10:58:36.114548,gazette,0,"[""JavaScript"", ""Agile"", ""TypeScript"", ""PostgreSQL"", ""Python"", ""Kubernetes"", ""Linux""]",[]
67,Marketing Manager,Hemas Consumer,"We are looking for a Marketing Manager to join Hemas Consumer in Jaffna. Requirements: Communication, Google Ads, Content Marketing, Excel, CRM, Salesforce, Brand Management. Experience: Fresh/Entry Level.",Jaffna,Jaffna,Northern,,,,LKR,Sales & Marketing,Fresh/Entry Level,0,3,entry,Full-time,onsite,2026-03-08,2026-05-14 10:58:36.114584,dreamjobs,1,"[""Communication"", ""Google Ads"", ""Content Marketing"", ""Excel"", ""CRM"", ""Salesforce"", ""Brand Management""]",[]
68,Data Analyst,DirectFN,"We are looking for a Data Analyst to join DirectFN in Jaffna. Requirements: MongoDB, Angular, Kubernetes, Git, REST API. Experience: 2-4 years.",Jaffna,Jaffna,Northern,"LKR 180,000 - 220,000",180000.0,220000.0,LKR,Information Technology,2-4 years,2,4,junior,Full-time,hybrid,2026-01-09,2026-05-14 10:58:36.114622,linkedin,0,"[""MongoDB"", ""Angular"", ""Kubernetes"", ""Git"", ""REST API""]",[]
69,Public Health Inspector,Lanka Hospitals,"We are looking for a Public Health Inspector to join Lanka Hospitals in Colombo. Requirements: GMP, English, Nursing, Public Health, Medical Laboratory, Clinical Research, Pharmacy. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,,,,LKR,Healthcare,Fresh/Entry Level,0,3,entry,Full-time,onsite,2025-12-06,2026-05-14 10:58:36.114663,linkedin,1,"[""GMP"", ""English"", ""Nursing"", ""Public Health"", ""Medical Laboratory"", ""Clinical Research"", ""Pharmacy""]",[]
70,Civil Engineer,Link Engineering,"We are looking for a Civil Engineer to join Link Engineering in Colombo. Requirements: Project Management, AutoCAD, BSc, Civil Engineering, Quantity Surveyor, Excel, SolidWorks. Experience: 1-3 years.",Colombo,Colombo,Western,"LKR 100,000 - 122,000",100000.0,122000.0,LKR,Construction & Engineering,1-3 years,1,3,junior,Full-time,onsite,2025-12-11,2026-05-14 10:58:36.114701,topjobs,0,"[""Project Management"", ""AutoCAD"", ""BSc"", ""Civil Engineering"", ""Quantity Surveyor"", ""Excel"", ""SolidWorks""]",[]
71,Fund Accountant,Pan Asia Banking,"We are looking for a Fund Accountant to join Pan Asia Banking in Nuwara Eliya. Requirements: Anti-Money Laundering, ACCA, CIMA, Credit Analysis, Excel, Compliance, IFRS, Banking Operations. Experience: 5-8 years.",Nuwara Eliya,Nuwara Eliya,Central,,,,LKR,Banking & Financial Services,5-8 years,5,8,senior,Full-time,onsite,2026-02-12,2026-05-14 10:58:36.114736,topjobs,0,"[""Anti-Money Laundering"", ""ACCA"", ""CIMA"", ""Credit Analysis"", ""Excel"", ""Compliance"", ""IFRS"", ""Banking Operations""]",[]
72,Insurance Executive,Nations Trust Bank,"We are looking for a Insurance Executive to join Nations Trust Bank in Kalutara. Requirements: Anti-Money Laundering, Compliance, Auditing, Banking Operations, SQL, Power BI. Experience: 1-4 years.",Kalutara,Kalutara,Western,"LKR 79,000 - 96,000",79000.0,96000.0,LKR,Banking & Financial Services,1-4 years,1,4,junior,Full-time,onsite,2026-04-09,2026-05-14 10:58:36.114788,topjobs,0,"[""Anti-Money Laundering"", ""Compliance"", ""Auditing"", ""Banking Operations"", ""SQL"", ""Power BI""]",[]
73,Project Engineer,Sierra Construction,"We are looking for a Project Engineer to join Sierra Construction in Gampaha. Requirements: AutoCAD, BSc, Civil Engineering, Project Management, Excel, Quantity Surveyor, SolidWorks. Experience: 2-5 years.",Gampaha,Gampaha,Western,"LKR 189,000 - 232,000",189000.0,232000.0,LKR,Construction & Engineering,2-5 years,2,5,junior,Full-time,onsite,2026-01-26,2026-05-14 10:58:36.114827,topjobs,0,"[""AutoCAD"", ""BSc"", ""Civil Engineering"", ""Project Management"", ""Excel"", ""Quantity Surveyor"", ""SolidWorks""]",[]
74,IT Support Engineer,Enactor,"We are looking for a IT Support Engineer to join Enactor in Colombo. Requirements: JavaScript, MongoDB, Python, PostgreSQL, React, Angular, Azure, TypeScript. Experience: 2-5 years.",Colombo,Colombo,Western,"LKR 181,000 - 221,000",181000.0,221000.0,LKR,Information Technology,2-5 years,2,5,junior,Contract,onsite,2026-02-20,2026-05-14 10:58:36.114883,dreamjobs,0,"[""JavaScript"", ""MongoDB"", ""Python"", ""PostgreSQL"", ""React"", ""Angular"", ""Azure"", ""TypeScript""]",[]
75,Hospital Administrator,Lanka Hospitals,"We are looking for a Hospital Administrator to join Lanka Hospitals in Gampaha. Requirements: Communication, English, Nursing. Experience: 7-9 years.",Gampaha,Gampaha,Western,,,,LKR,Healthcare,7-9 years,7,9,senior,Contract,hybrid,2026-02-06,2026-05-14 10:58:36.114919,topjobs,0,"[""Communication"", ""English"", ""Nursing""]",[]
76,Travel Consultant,Cinnamon Hotels,"We are looking for a Travel Consultant to join Cinnamon Hotels in Colombo. Requirements: Housekeeping, Customer Service, Communication, Front Office, Event Management, Food & Beverage, Hotel Management. Experience: 1-2 years.",Colombo,Colombo,Western,"LKR 84,000 - 102,000",84000.0,102000.0,LKR,Tourism & Hospitality,1-2 years,1,2,junior,Full-time,onsite,2026-02-02,2026-05-14 10:58:36.114957,topjobs,0,"[""Housekeeping"", ""Customer Service"", ""Communication"", ""Front Office"", ""Event Management"", ""Food & Beverage"", ""Hotel Management""]",[]
77,Risk Manager,People's Bank,"We are looking for a Risk Manager to join People's Bank in Matara. Requirements: Auditing, Anti-Money Laundering, Banking Operations, Power BI, SQL, Risk Management, Credit Analysis. Experience: 7-10 years.",Matara,Matara,Southern,,,,LKR,Banking & Financial Services,7-10 years,7,10,senior,Full-time,hybrid,2026-05-01,2026-05-14 10:58:36.114991,topjobs,0,"[""Auditing"", ""Anti-Money Laundering"", ""Banking Operations"", ""Power BI"", ""SQL"", ""Risk Management"", ""Credit Analysis""]",[]
78,Cybersecurity Analyst,Dialog Axiata,"We are looking for a Cybersecurity Analyst to join Dialog Axiata in Kalutara. Requirements: TypeScript, React, Azure, Power BI, Agile. Experience: 2-4 years.",Kalutara,Kalutara,Western,,,,LKR,Information Technology,2-4 years,2,4,junior,Full-time,onsite,2026-04-15,2026-05-14 10:58:36.115027,topjobs,0,"[""TypeScript"", ""React"", ""Azure"", ""Power BI"", ""Agile""]",[]
79,Hotel Manager,Movenpick Colombo,"We are looking for a Hotel Manager to join Movenpick Colombo in Hambantota. Requirements: Event Management, Food & Beverage, Revenue Management. Experience: 3-6 years.",Hambantota,Hambantota,Southern,"LKR 107,000 - 131,000",107000.0,131000.0,LKR,Tourism & Hospitality,3-6 years,3,6,mid,Full-time,onsite,2026-04-10,2026-05-14 10:58:36.115063,dreamjobs,0,"[""Event Management"", ""Food & Beverage"", ""Revenue Management""]",[]
80,Cybersecurity Analyst,Mitra Innovation,"We are looking for a Cybersecurity Analyst to join Mitra Innovation in Gampaha. Requirements: Power BI, JavaScript, Angular, React, Kubernetes, SQL, CI/CD, AWS. Experience: 2-4 years.",Gampaha,Gampaha,Western,,,,LKR,Information Technology,2-4 years,2,4,junior,Full-time,hybrid,2026-04-20,2026-05-14 10:58:36.115098,topjobs,0,"[""Power BI"", ""JavaScript"", ""Angular"", ""React"", ""Kubernetes"", ""SQL"", ""CI/CD"", ""AWS""]",[]
81,Academic Coordinator,British Council,"We are looking for a Academic Coordinator to join British Council in Colombo. Requirements: Presentation Skills, English, Critical Thinking, Leadership, BSc, Communication, MSc. Experience: 1-4 years.",Colombo,Colombo,Western,,,,LKR,Education,1-4 years,1,4,junior,Full-time,onsite,2026-05-03,2026-05-14 10:58:36.115131,dreamjobs,0,"[""Presentation Skills"", ""English"", ""Critical Thinking"", ""Leadership"", ""BSc"", ""Communication"", ""MSc""]",[]
82,Area Sales Manager,Unilever Sri Lanka,"We are looking for a Area Sales Manager to join Unilever Sri Lanka in Colombo. Requirements: SEO, CRM, Excel, Communication. Experience: 7-9 years.",Colombo,Colombo,Western,"LKR 121,000 - 148,000",121000.0,148000.0,LKR,Sales & Marketing,7-9 years,7,9,senior,Full-time,hybrid,2025-12-31,2026-05-14 10:58:36.115170,gazette,0,"[""SEO"", ""CRM"", ""Excel"", ""Communication""]",[]
83,Research Assistant,University of Colombo,"We are looking for a Research Assistant to join University of Colombo in Galle. Requirements: English, MSc, Leadership, Communication, BSc, Presentation Skills, Critical Thinking. Experience: 2-3 years.",Galle,Galle,Southern,,,,LKR,Education,2-3 years,2,3,junior,Full-time,onsite,2026-04-22,2026-05-14 10:58:36.115205,linkedin,0,"[""English"", ""MSc"", ""Leadership"", ""Communication"", ""BSc"", ""Presentation Skills"", ""Critical Thinking""]",[]
84,Event Coordinator,Heritance Hotels,"We are looking for a Event Coordinator to join Heritance Hotels in Gampaha. Requirements: English, Revenue Management, Communication, Customer Service, Housekeeping, Event Management. Experience: 7-8 years.",Gampaha,Gampaha,Western,"LKR 142,000 - 174,000",142000.0,174000.0,LKR,Tourism & Hospitality,7-8 years,7,8,senior,Full-time,hybrid,2026-02-02,2026-05-14 10:58:36.115245,linkedin,0,"[""English"", ""Revenue Management"", ""Communication"", ""Customer Service"", ""Housekeeping"", ""Event Management""]",[]
85,Academic Coordinator,IIT Sri Lanka,"We are looking for a Academic Coordinator to join IIT Sri Lanka in Colombo. Requirements: Presentation Skills, BSc, Training & Development, English, Leadership. Experience: 7-10 years.",Colombo,Colombo,Western,"LKR 167,000 - 204,000",167000.0,204000.0,LKR,Education,7-10 years,7,10,senior,Contract,remote,2026-03-18,2026-05-14 10:58:36.115296,linkedin,0,"[""Presentation Skills"", ""BSc"", ""Training & Development"", ""English"", ""Leadership""]",[]
86,Machine Learning Engineer,IFS,"We are looking for a Machine Learning Engineer to join IFS in Puttalam. Requirements: CI/CD, React, REST API, Node.js. Experience: 7-9 years.",Puttalam,Puttalam,North Western,"LKR 237,000 - 290,000",237000.0,290000.0,LKR,Information Technology,7-9 years,7,9,senior,Full-time,remote,2026-01-10,2026-05-14 10:58:36.115334,topjobs,0,"[""CI/CD"", ""React"", ""REST API"", ""Node.js""]",[]
87,NOC Engineer,Mobitel,"We are looking for a NOC Engineer to join Mobitel in Colombo. Requirements: Networking, Communication, Project Management, AWS, SQL, Python, Linux. Experience: 3-4 years.",Colombo,Colombo,Western,"LKR 281,000 - 344,000",281000.0,344000.0,LKR,Telecommunications,3-4 years,3,4,mid,Contract,onsite,2026-01-27,2026-05-14 10:58:36.115373,topjobs,0,"[""Networking"", ""Communication"", ""Project Management"", ""AWS"", ""SQL"", ""Python"", ""Linux""]",[]
88,Financial Analyst,BOC,"We are looking for a Financial Analyst to join BOC in Colombo. Requirements: SQL, Financial Modeling, SAP, Compliance. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 270,000 - 330,000",270000.0,330000.0,LKR,Banking & Financial Services,Fresh/Entry Level,0,2,entry,Full-time,onsite,2026-03-02,2026-05-14 10:58:36.115410,topjobs,1,"[""SQL"", ""Financial Modeling"", ""SAP"", ""Compliance""]",[]
89,Loan Officer,Sri Lanka Insurance,"We are looking for a Loan Officer to join Sri Lanka Insurance in Colombo. Requirements: Credit Analysis, ACCA, Compliance, Auditing, Power BI, SQL, Risk Management. Experience: 7-8 years.",Colombo,Colombo,Western,,,,LKR,Banking & Financial Services,7-8 years,7,8,senior,Internship,onsite,2026-05-05,2026-05-14 10:58:36.115444,topjobs,1,"[""Credit Analysis"", ""ACCA"", ""Compliance"", ""Auditing"", ""Power BI"", ""SQL"", ""Risk Management""]",[]
90,DevOps Engineer,Persistent Systems,"We are looking for a DevOps Engineer to join Persistent Systems in Colombo. Requirements: Azure, Docker, Kubernetes, PostgreSQL, Linux. Experience: 3-5 years.",Colombo,Colombo,Western,"LKR 347,000 - 424,000",347000.0,424000.0,LKR,Information Technology,3-5 years,3,5,mid,Full-time,onsite,2026-05-02,2026-05-14 10:58:36.115483,dreamjobs,0,"[""Azure"", ""Docker"", ""Kubernetes"", ""PostgreSQL"", ""Linux""]",[]
91,Teacher,Lyceum International,"We are looking for a Teacher to join Lyceum International in Colombo. Requirements: Training & Development, English, Communication, Presentation Skills, BSc, Critical Thinking. Experience: 1-2 years.",Colombo,Colombo,Western,,,,LKR,Education,1-2 years,1,2,junior,Full-time,onsite,2026-01-05,2026-05-14 10:58:36.115517,linkedin,0,"[""Training & Development"", ""English"", ""Communication"", ""Presentation Skills"", ""BSc"", ""Critical Thinking""]",[]
92,React Developer,Pearson Lanka,"We are looking for a React Developer to join Pearson Lanka in Colombo. Requirements: Linux, REST API, Agile, Git, React, MongoDB, Scrum, Java. Experience: 3-5 years.",Colombo,Colombo,Western,"LKR 261,000 - 319,000",261000.0,319000.0,LKR,Information Technology,3-5 years,3,5,mid,Full-time,onsite,2026-02-17,2026-05-14 10:58:36.115555,dreamjobs,0,"[""Linux"", ""REST API"", ""Agile"", ""Git"", ""React"", ""MongoDB"", ""Scrum"", ""Java""]",[]
93,Research Assistant,IIT Sri Lanka,"We are looking for a Research Assistant to join IIT Sri Lanka in Colombo. Requirements: MSc, Leadership, Communication, English, BSc, Presentation Skills. Experience: 1-4 years.",Colombo,Colombo,Western,"LKR 106,000 - 129,000",106000.0,129000.0,LKR,Education,1-4 years,1,4,junior,Part-time,onsite,2025-12-05,2026-05-14 10:58:36.115599,dreamjobs,0,"[""MSc"", ""Leadership"", ""Communication"", ""English"", ""BSc"", ""Presentation Skills""]",[]
94,Production Manager,MAS Holdings,"We are looking for a Production Manager to join MAS Holdings in Kurunegala. Requirements: Quality Control, Lean Manufacturing, Procurement, Production Planning, Six Sigma, Excel. Experience: 3-4 years.",Kurunegala,Kurunegala,North Western,"LKR 217,000 - 266,000",217000.0,266000.0,LKR,Apparel & Textile,3-4 years,3,4,mid,Full-time,onsite,2026-02-26,2026-05-14 10:58:36.115641,topjobs,0,"[""Quality Control"", ""Lean Manufacturing"", ""Procurement"", ""Production Planning"", ""Six Sigma"", ""Excel""]",[]
